row,phone,message_preview,status,reason
135,+77000000000,Парковка: Парковка ТРК Глобус Адрес: Керей-Жанибек хандар ул,DRY_RUN_OK,
136,+77000000000,"Парковка: Almaty Parking Адрес: Керей-Жанибек хандар улица, ",DRY_RUN_OK,
137,+77000000000,"Парковка: Алмагуль Адрес: улица Жарокова, 284 Рейтинг: 3.0",DRY_RUN_OK,
138,+77000000000,"Парковка: Парковка Адрес: Керей-Жанибек хандар улица, 558/1 ",DRY_RUN_OK,
139,+77000000000,Парковка: Парковка ТРЦ ADK Адрес: Керей-Жанибек хандар улица,DRY_RUN_OK,
140,+77000000000,"Парковка: Сайран-2 Адрес: 5-й микрорайон, 40Б Рейтинг: 5.0",DRY_RUN_OK,
141,+77000000000,"Парковка: Таугуль Адрес: Керей-Жанибек хандар улица, 558/1 Р",DRY_RUN_OK,
142,+77000000000,"Парковка: Sergek parking Адрес: Керей-Жанибек хандар улица, ",DRY_RUN_OK,
143,+77000000000,Парковка: Парковка БЦ Нурлы Тау Адрес: Керей-Жанибек хандар ,DRY_RUN_OK,
144,+77000000000,Парковка: Парковка ТРК Глобус Адрес: Керей-Жанибек хандар ул,DRY_RUN_OK,
145,+77000000000,Парковка: Парковка ТРК АДК Адрес: Керей-Жанибек хандар улица,DRY_RUN_OK,
146,+77000000000,Парковка: Парковка ТРК Mega Center Alma-Ata Адрес: Керей-Жан,DRY_RUN_OK,
147,+77000000000,"Парковка: Parking Адрес: Керей-Жанибек хандар улица, 558/1 Р",DRY_RUN_OK,
148,+77000000000,"Парковка: Орбита-3 Адрес: Керей-Жанибек хандар улица, 558/1 ",DRY_RUN_OK,
149,+77000000000,"Парковка: Автостоянка Адрес: улица Рыскулбекова, 30 Рейтинг:",DRY_RUN_OK,
150,+77000000000,"Парковка: Автостоянка Адрес: улица Карасай батыра, 152Б Рейт",DRY_RUN_OK,
151,+77000000000,Парковка: Парковка ТРК Глобус Адрес: Керей-Жанибек хандар ул,DRY_RUN_OK,
152,+77000000000,"Парковка: Автостоянка Адрес: улица Розыбакиева, 103в Рейтинг",DRY_RUN_OK,
153,+77000000000,"Парковка: Almaty Parking Адрес: Керей-Жанибек хандар улица, ",DRY_RUN_OK,
154,+77000000000,"Парковка: Alva Адрес: Керей-Жанибек хандар улица, 558/1 Рейт",DRY_RUN_OK,
155,+77000000000,Парковка: Парковка ТРК Mega Center Alma-Ata Адрес: Керей-Жан,DRY_RUN_OK,
156,+77000000000,Парковка: Парковка ТРК Глобус Адрес: Керей-Жанибек хандар ул,DRY_RUN_OK,
157,+77000000000,"Парковка: Сайран-2 Адрес: 5-й микрорайон, 40Б Рейтинг: 5.0",DRY_RUN_OK,
158,+77000000000,"Парковка: Автостоянка №26 Адрес: улица Толе би, 287г Рейтинг",DRY_RUN_OK,
159,+77000000000,"Парковка: Parking Адрес: Керей-Жанибек хандар улица, 558/1 Р",DRY_RUN_OK,
160,+77000000000,"Парковка: Alva Адрес: Керей-Жанибек хандар улица, 558/1 Рейт",DRY_RUN_OK,
161,+77000000000,Парковка: Парковка ТРК АДК Адрес: Керей-Жанибек хандар улица,DRY_RUN_OK,
162,+77000000000,"Парковка: Парковка Адрес: Керей-Жанибек хандар улица, 558/1 ",DRY_RUN_OK,
163,+77000000000,"Парковка: Parking Адрес: Керей-Жанибек хандар улица, 558/1 Р",DRY_RUN_OK,
164,+77000000000,Парковка: Парковка ТРК Глобус Адрес: Керей-Жанибек хандар ул,DRY_RUN_OK,
165,+77000000000,Парковка: Парковка ТРК Глобус Адрес: Керей-Жанибек хандар ул,DRY_RUN_OK,
166,+77000000000,"Парковка: Almaty Parking Адрес: Керей-Жанибек хандар улица, ",DRY_RUN_OK,
167,+77000000000,"Парковка: Автостоянка Адрес: улица Карасай батыра, 152Б Рейт",DRY_RUN_OK,
168,+77000000000,Парковка: Парковка ТРК АДК Адрес: Керей-Жанибек хандар улица,DRY_RUN_OK,
169,+77000000000,"Парковка: Автостоянка Адрес: улица Карасай батыра, 152Б Рейт",DRY_RUN_OK,
170,+77000000000,Парковка: Парковка ТРК Mega Center Alma-Ata Адрес: Керей-Жан,DRY_RUN_OK,
171,+77000000000,Парковка: Парковка БЦ Нурлы Тау Адрес: Керей-Жанибек хандар ,DRY_RUN_OK,
172,+77000000000,"Парковка: Автостоянка Адрес: улица Розыбакиева, 103в Рейтинг",DRY_RUN_OK,
173,+77000000000,Парковка: Парковка ТД Алтын — Тараз Адрес: проспект Абылай х,DRY_RUN_OK,
174,+77000000000,"Парковка: Urban parking Адрес: Керей-Жанибек хандар улица, 5",DRY_RUN_OK,
175,+77000000000,Парковка: Парковка БЦ Нурлы Тау Адрес: Керей-Жанибек хандар ,DRY_RUN_OK,
176,+77000000000,"Парковка: Parking Адрес: Керей-Жанибек хандар улица, 558/1 Р",DRY_RUN_OK,
177,+77000000000,"Парковка: Alva Адрес: Керей-Жанибек хандар улица, 558/1 Рейт",DRY_RUN_OK,
178,+77000000000,Парковка: Парковка ТРЦ Mega Alma-Ata Адрес: Керей-Жанибек ха,DRY_RUN_OK,
179,+77000000000,"Парковка: Parking Адрес: Керей-Жанибек хандар улица, 558/1 Р",DRY_RUN_OK,
